material,bg_hse06 (eV),bg_pbesol (eV),r_s (AA),r_val (AA),e_H (eV),e_L (eV),AN,IP (eV),EA (eV),r_cov (AA),EN (Pauling),N_val,N_unf,max_OS,stdev_OS,lat_a (AA),lat_b (AA),lat_c (AA),std_charge,min_dist (AA),cbm (eV),vbm (eV),e_fermi (eV),skew_dos,kurt_dos
RbH2N,3.30004378,1.8901517,0.968475,0.9633,-7.4355450049043,-0.278612500183766,11.5,11.477031824851,0.4812780525,0.8825,2.065,2,1.5,1,2.19089023002066,4.78565586506112,3.91245373000001,6.38409611632307,0.298172618727653,0.9373805,-4.79073377,-6.68088547,-5.73580962,4.67958648455029,33.2552401196334
K2ZnO2,3.59455773,2.02352401,1.27927,1.26735,-7.24930600478146,0.792578000522765,16.8,9.062326892,0.661025772,1.32,2.034,5.2,1.2,2,2.09165006633519,6.56717777687819,6.5669116519201,6.56717161356494,0.39175454487215,2.03353206,-5.68187555,-7.70539956,-6.69363756,8.67332575209278,119.673155724944
Ni(AsO3)2,3.99618561,1.0198772,0.647027777777778,0.554938888888889,-10.1073766733332,1.73710666781242,15.7777777777778,12.102812,1.28149255555556,0.842222222222222,2.99,8.44444444444444,2.22222222222222,5,4.18927201313068,4.79793041831806,4.79793041831806,4.39553725004959,0.352234306748054,1.82721158,-6.00667759,-7.02655479,-6.51661619,1.21369591850152,1.89820327306271
KCl,6.45178124,5.00273581,1.4308,1.46825,-6.42882000424029,2.0654150013623,18,8.654148365,2.057092205,1.525,1.99,4,1,1,1.4142135623731,4.4371199421119,4.43710551005775,4.43710551005775,0.270153505,3.14245,-3.49044263,-8.49317843,-5.99181053,10.5195708461997,165.001089470747
V4Ag5O12,0.52521697,0.01123936,0.86865,0.653945238095238,-9.04050286310574,0.911332381553474,20.1428571428571,10.870598952381,1.24601317142857,1.01380952380952,2.73571428571429,7,2.71428571428571,5,3.39734966302034,8.76956753030417,8.77051025210504,9.09190634110156,0.343736382088504,1.65183026,-6.73808699,-6.74932636,-6.74732421,1.51269372969995,1.92890890917024
KGaO2,4.83366534,3.14506014,1.027725,1.102825,-9.07063000598276,0.958040000631899,16.5,9.3940189325,0.9312177075,1.1425,2.3775,6.5,2.5,3,2.68328157299975,5.53291545004255,11.09412802,15.7771476200228,0.397448950255313,1.73820341,-5.66336567,-8.80842581,-7.23589574,5.42484723404039,59.2448394202665
VIn2O5,1.06595851,0.00396393,0.763675,0.712825,-10.2894500067867,1.51607625099997,20.125,10.801146675,1.0751300625,0.95875,2.79875,7.625,3.375,4,3.56453115471603,7.26907455,3.45824184000001,14.91298566,0.438714860534224,1.78082221,-5.66133001,-5.66529393,-5.66473455,1.05874870434206,1.44816357054579
K4IrO4,0.71117636,0.31501131,1.31851666666667,1.23787222222222,-7.34042778261934,0.519906667009585,20.5555555555556,8.97798832444444,1.04606880222222,1.35222222222222,2.13777777777778,5.66666666666667,1.66666666666667,4,2.59807621135332,5.56097750792937,5.56097750792937,6.17002752742788,0.371463278304535,1.90807231,-6.1112515,-6.42626281,-6.26832085,5.29288206240796,47.9707671467799
Ag5GeO4,1.6740655,0.61699686,0.94218,0.95494,-8.57211000565395,-0.540296000356365,29.9,10.0252825,1.3599462613,1.109,2.542,9.3,1.7,3,2.27429413073671,6.43831072126258,9.85209176,10.9389779084687,0.29427153592324,1.76264314,-5.56261929,-6.17961615,-5.87111772,1.93807114899939,3.31330112527242
Li3AsO4,6.24702436,4.32283056,0.9426875,0.9505125,-8.25826375544694,0.95403750062926,9.25,10.0544893735,1.0629236075,0.95875,2.36,5.25,1.75,5,3.04354364101073,6.28974278,5.40229979,4.97037456,0.348713446868849,1.6696436,-5.32610986,-9.64894041,-7.48752514,2.27971802459595,7.62633445677684
SeN,2.55936111,1.67739948,0.6675,0.73205,-8.92178000588458,1.37882000090944,20.5,12.143261,0.975302356,0.955,2.795,10.5,2.5,1,1.4142135623731,8.55251559186227,7.66378602001292,12.054234506488,0.310035031493138,1.7783539,-4.24493328,-5.92233276,-5.08363302,1.02877388679345,1.6636279422129
Ag2O3,1.67095064,0.39182229,0.80795,0.79007,-9.37840800618576,0.701454000462662,23.6,11.2013266,1.39845238,0.976,2.836,8,1.6,3,3.53553390593274,6.70358610331884,5.55692950275512,8.31040324071497,0.384760002271263,1.9612868,-6.2261771,-6.61799938,-6.42208824,1.63463081184881,2.54935148402421
TeCl4,3.995909,3.04088131,0.73303,0.83115,-9.63246400635333,5.2451980034596,24,12.176068,3.284355364,1.092,2.948,8.8,1.2,4,3.53553390593274,10.4193218827239,10.4193207270182,15.8060743611973,0.299555107131794,2.35440657,-4.11075928,-7.15164059,-5.63119993,2.85782917107921,13.5229307642888
Sb3ClO4,3.52187634,2.45307997,0.6926625,0.7706,-9.70936375640405,1.17957125077802,25.25,11.6581275,1.57491875625,0.97875,2.88375,9.5,2.25,3,3.04354364101073,9.34229681297437,5.45529450000175,5.61980714494081,0.429778197694822,1.95078172,-3.66170286,-6.11478283,-4.88824284,0.781767631697113,1.12066797862864
Cs2Si2O5,6.02652564,4.36190009,1.02472777777778,1.05055,-9.64994889525375,1.02595000067669,19.7777777777778,10.2423829394289,1.22531439555556,1.15555555555556,2.50888888888889,4.44444444444445,2.22222222222222,4,3.18198051533946,10.0404897045202,8.67105661000012,18.3611317790705,0.397847440274236,1.54898401,-4.06636316,-8.42826325,-6.24731321,1.75719140288329,6.45866507753502
KAsO2,5.01951387,3.7729444,0.990025,1.020575,-8.46811000558535,0.617677500407405,17,10.3413309325,1.0571224325,1.135,2.47,7,2,3,2.68328157299975,7.17985674,7.41644031,5.42785136,0.354095757052707,1.69305704,-3.96991647,-7.74286087,-5.85638867,6.89088320645721,81.4495728976532
Ta2CuO6,2.68102498,0.0042955,0.763838888888889,0.605127777777778,-9.8952822287489,1.48121000097697,24.7777777777778,11.6148724444444,1.18318397777778,0.964444444444444,2.83777777777778,9.44444444444444,3,5,4.18927201313068,4.73285468000019,4.73285850000014,9.09469346,0.488703091173058,1.92884686,-6.98910769,-6.99340319,-6.98922188,1.10649864749456,1.17670542388426
BeH2,6.28340359,4.84797231,0.708983333333333,0.708983333333333,-7.83847333850339,0.463453333639015,2,12.1731893998013,0.329732,0.526666666666667,1.99,1.33333333333333,0.666666666666667,2,2.12132034355964,6.11155913833293,6.11189865104239,6.11141418134796,0.110329931334302,1.3763614,-4.78851891,-9.63649121,-7.21250506,0.203425241839087,-0.388675508758952
CsReO4,5.80765983,4.45252838,0.949233333333333,0.829816666666667,-9.42090167288045,1.65190833442289,27,11.033274287905,1.06274134666667,1.09833333333333,2.74166666666667,7.66666666666667,2.33333333333333,7,4.69041575982343,5.71243902000017,5.91243430000003,14.21697758,0.423860280192183,1.73183517,-4.59919298,-9.05172136,-6.82545717,3.42582069923243,16.8113869169902
V(SeO3)2,3.40819289,0.51066696,0.652461111111111,0.550572222222222,-10.461557784678,3.31978444663409,15.4444444444444,11.9954778888889,1.48172258044444,0.876666666666667,3.04111111111111,8.11111111111111,2.55555555555556,4,4.02492235949962,11.14476321,11.14476445,7.93929654,0.400938299937012,1.606584,-4.92472711,-5.43539406,-5.14151787,1.45762096967388,3.21796997145076
SrWO4,5.90613167,4.35368047,0.871383333333333,0.746516666666667,-9.613765006341,1.7563366678251,24,11.338519575,1.11879253333333,1.035,2.845,7.66666666666667,2.33333333333333,6,4.32049379893857,7.05073046043456,7.05060154565253,7.05088122738527,0.458722662645675,1.87643574,-4.7760433,-9.12972377,-6.95288353,1.48174726489089,2.3220427623339
Ca(CO2)2,4.89621932,3.0871207,0.702664285714286,0.686378571428572,-11.304645721742,1.00874142923677,9.14285714285714,11.8722787814286,1.19902848914286,0.845714285714286,2.83714285714286,4.85714285714286,2.28571428571429,4,3.05505046330389,6.1813652552363,7.3878448600001,9.57624214002131,0.25780126090867,1.28500205,-4.90640491,-7.99352562,-6.44996527,2.06780034871628,6.89182585151461
Rb2NiO2,3.78733143,0.92970381,1.37173,1.15709,-6.69244600441417,1.18291200078022,23.6,8.64604884,1.010240844,1.392,2.086,4.8,1.6,2,2.09165006633519,7.1178445975059,7.11784389016957,7.11810908505383,0.362413793284551,1.6734858,-6.04842531,-6.97812912,-6.51327721,5.06890530242451,37.4859586499357
SiP,1.92896968,1.18404998,0.8912,1.0504,-8.77532000578798,-2.7964900018445,14.5,9.319183,1.06806419,1.09,2.045,4.5,3.5,4,5.65685424949238,10.3714852589384,10.3714800143004,13.7069001400313,0.081153733217993,2.25426606,-4.56414436,-5.74819434,-5.15616935,-0.05704514515444,-1.35545967653845
Ba5Re3O16,3.11643333,0.37623852,0.933204166666667,0.838675,-9.52721375628391,1.67099750110215,26.375,11.1436567916667,1.01175019541667,1.07666666666667,2.71625,7.04166666666667,1.95833333333333,0,0,10.8002532266227,10.8002546346814,7.86784574000001,0.433992475111476,1.75484209,-8.44647722,-8.82271574,-8.63737966,4.42373705562619,32.9004264836599
Ba3In2O6,2.06558434,0.96167835,1.06053181818182,1.11518636363636,-9.1226618241989,1.14838727348472,28.5454545454545,9.90145774545455,0.906214709090909,1.20454545454545,2.44272727272727,6.18181818181818,2,3,2.87228132326901,11.1539958627668,11.1535938263359,11.1537753619609,0.449446189780708,2.12914497,-8.05314937,-9.01482772,-8.53398855,3.23219046958215,14.7716751547645
CrCl3O,2.79253279,1.11620881,0.78889,0.62605,-9.53304800628776,3.62997000239424,16.6,11.8574928,2.595024468,1.022,2.916,6.6,2.2,5,3.38061701891407,5.76346681693474,14.44652815,12.0141611739856,0.17226743971961,1.53252387,-5.9795195,-7.09572831,-6.5376239,3.69718058576425,23.2016101375811
Ag3PO4,1.66551559,0.04761405,0.833075,0.8341375,-8.91647875588108,0.063552500041918,23.5,10.960951,1.3130559125,1.0075,2.7175,7.75,1.75,5,3.04354364101073,5.99190697,5.9919058,5.99190625,0.312589223586779,1.55858592,-6.04788226,-6.09549631,-6.07062504,4.02435452334932,31.5267838887513
Li2SnO3,4.88050579,3.25273498,0.94685,0.979166666666667,-9.00131000593704,0.964453333969463,13.3333333333333,9.83025216533333,1.12191409,0.988333333333333,2.37333333333333,5.66666666666667,2,4,2.86038776773678,5.31367296804499,5.31367322690821,10.0248223479274,0.363338315819046,2.05842027,-6.14794933,-9.40068431,-7.77431682,1.64704670360217,3.18224158290356
SbO2,3.31278593,2.17215293,0.642183333333333,0.696516666666667,-10.2240800067435,1.20421000079427,22.3333333333333,11.9481663333333,1.32320393,0.903333333333333,2.97666666666667,9,2.33333333333333,0,0,6.52472084945268,6.52471016835343,5.41584378623551,0.467516775603742,1.94586641,-4.80748067,-6.9796336,-5.89355713,1.41192878205166,3.80656829910778
K2S2O7,7.21110302,5.37760999,0.824277272727273,0.822677272727273,-9.89096546106928,2.77716636546811,11.4545454545455,11.3388847690909,1.39862403490909,0.98,2.80727272727273,5.09090909090909,1.81818181818182,6,4.18703355611106,7.29991035699759,7.29991034836212,7.31595482026794,0.327562204712123,1.45212557,-3.30473754,-8.68234753,-5.99354253,6.56613325472122,81.1197061752961
CrAgO2,2.61764988,0.28497671,0.92535,0.658175,-8.56467750564904,0.596745000393599,21.75,10.3947135,1.2256312,1.04,2.6175,7.25,2.75,3,2.68328157299975,6.40431861849264,6.4043185799549,6.40437995455276,0.29343548135554,1.86311715,-5.78193722,-6.06691393,-5.91150283,2.04506483139038,5.00608922490349
P2Os,1.48270045,0.79220496,0.98965,0.879183333333333,-6.66050333772644,-2.08849000137752,35.3333333333333,9.80386733333333,0.857005166666667,1.19333333333333,2.19333333333333,10.6666666666667,3.33333333333333,4,3.60555127546399,5.09819595,5.89161326,2.91129466,0.051903384344621,2.24754317,-6.07021735,-6.86242232,-6.46631984,0.150990824848386,0.656647189321738
Li4Mo5O17,4.29243996,2.96277434,0.844530769230769,0.668719230769231,-9.48921962164346,1.82735461658989,13.7692307692308,11.0975363455385,1.19413988384615,0.924615384615385,2.81538461538462,5.23076923076923,2.61538461538462,6,4.35159926750742,6.78094471143189,9.46658871546992,10.8150352541577,0.471309728952954,1.6983043,-5.61020537,-8.57297971,-7.09159254,1.43622691315688,2.52319578648875
Rb2Se5,1.4900291,0.6987786,1.22800714285714,1.33500714285714,-6.46050714711833,3.57318714521393,34.8571428571429,8.15945945714286,1.58212228285714,1.48571428571429,2.05571428571429,11.7142857142857,1.71428571428571,6,3.67423461417477,6.65782856000599,7.16695715000015,18.03484902,0.141761428371354,2.3117315,-5.07230902,-5.77108762,-5.42169832,3.28214962371851,20.2956380314416
HBr,6.19938272,5.00336298,0.6378,0.7015,-8.98477500592613,3.79791500250501,18,12.706122299851,2.05909315,0.755,2.58,9,1,1,1.4142135623731,4.1137926279877,4.1137926279877,5.6070142,0.034546100000049,1.50139897,-2.31009113,-7.3134541,-4.81177261,2.61593686214944,11.2202994891998
K5V3O10,4.58187611,3.09621106,1.11445555555556,0.924933333333333,-8.27708278323713,1.34223166755197,13.5555555555556,9.89569053611111,1.03896303611111,1.18555555555556,2.41055555555556,4.44444444444445,2.55555555555556,5,3.3717089216941,8.16573051,8.16578106,18.75963933,0.393371011503745,1.65100712,-5.79309903,-8.88931009,-7.34120456,9.55595933510342,143.41257393832
NaClO2,4.2652157,2.32405068,0.8351,0.838925,-9.50096000626659,2.77048500182734,11,11.33570499,1.7707155325,1,2.7425,5,1.5,0,0,4.59432847831153,4.59432847831153,6.45107970370399,0.29149567313582,1.56403982,-3.85374406,-6.17779474,-5.0157694,1.70612793416662,3.15106198904619
Fe4C14O13,3.0656503,1.94026081,0.643091935483871,0.51776935483871,-11.7046051690104,0.074909354888118,9.41935483870968,11.815761916129,1.20248080090323,0.790322580645161,2.83032258064516,5.35483870967742,3.16129032258064,4,3.71594666094935,9.73144418414805,22.8784109842564,12.6627483180589,0.11599932893662,1.12791407,-5.29510041,-7.23536123,-6.26523082,5.38880881356754,47.9096705102675
VCrO4,2.99874935,0.46486393,0.800866666666667,0.43985,-9.69233167305949,1.86035333456038,13.1666666666667,11.3308195,1.17465406666667,0.926666666666667,2.84166666666667,5.83333333333333,3.5,5,4.08248290463863,4.95222551816087,4.95222553204227,6.00192885,0.368025011766249,1.63342307,-6.78898235,-7.25384628,-6.99255191,1.857624661632,5.35215558705718
BaMoO4,5.40606999,3.95150974,0.929933333333334,0.774583333333333,-9.55759833963728,1.81416500119658,21.6666666666667,11.1293857666667,1.12272953333333,1.055,2.80166666666667,5.33333333333333,2.33333333333333,6,4.32049379893857,7.48486241118464,7.4849635700414,7.48464023558554,0.499900648980573,1.72358446,-5.25028851,-9.20179825,-7.22604338,3.16502859239208,14.0704805276636
YVO3,1.83317298,0.00227362,0.93571,0.54527,-9.03485800595916,1.4970300009874,17.2,10.7635224,1.04361958,1.082,2.634,5.2,4.4,3,3.27326835353989,5.57705998,7.5371491,5.21679849,0.401343003737432,1.98913063,-6.79744203,-6.79971565,-6.79807397,1.1131517196282,0.857953505220375
H14O2F3,8.34061759,6.44402719,0.497360526315789,0.489202631578947,-9.95073948024747,1.7438757906239,3,14.2043502313594,1.24685010905263,0.387894736842105,2.61157894736842,2.47368421052632,1.10526315789474,0,0,18.6161062096408,8.50311223303486,9.75973884359777,0.118671076414879,0.73746325,-1.73442035,-8.17844754,-4.95643394,24.7101568207167,908.523456257991
Y7(OF2)5,2.16728565,1.20449753,0.854995454545454,0.571268181818182,-10.4782840978203,1.29328681903484,18.3181818181818,12.9926952272727,1.97578476090909,1.01363636363636,2.97909090909091,5.5,3.77272727272727,0,0,5.44613690819731,19.3110007576867,19.4253369136725,0.410946522056654,2.17696782,-4.02171309,-5.22621062,-4.22506499,1.06755874256402,0.904575912628993
YPO4,7.80060937,5.87674896,0.741766666666667,0.605683333333333,-10.0452266732922,1.48532333431302,14.3333333333333,11.8626943333333,1.14969138333333,0.935,2.86166666666667,5.33333333333333,3.33333333333333,5,4.08248290463863,5.73722147501156,5.73722261052194,5.73761748293217,0.400446166621245,1.53654135,-3.20585738,-9.08260635,-3.24705641,0.908118154900899,0.251799657011203
Rb2ZnO2,2.91287216,1.48341984,1.32347,1.31155,-7.20016200474904,0.757838000499851,24,8.99691264,0.654808604,1.388,2.034,5.2,1.2,2,2.09165006633519,9.50339935838825,6.30276830000024,15.9083285728084,0.418562261820065,1.84280366,-5.36802329,-6.85144312,-6.1097332,7.71203909531627,91.7523703789633
Ta2O3,0.61233108,0.01213464,0.85903,0.59123,-9.36961600617996,1.32870600087638,34,11.1906614,1.00591118,1.076,2.664,11.2,4,3,3.53553390593274,4.0428682286116,4.07014105310971,4.04193747480802,0.360021147139093,1.935,-4.99468186,-5.0068165,-5.00566257,0.725476197961737,-0.07120346912105
SrHBr,5.02865664,3.76184028,1.08115,1.12361666666667,-7.22623667143291,2.23172666813866,24.6666666666667,10.3690373499007,1.3900841,1.15333333333333,2.03666666666667,6.66666666666667,0.666666666666667,2,1.73205080756888,4.18217754000024,4.18215597000002,7.14527717000001,0.187981325718755,2.40902336,-3.91604614,-7.67788642,-5.79696628,1.19378649053316,1.42830147537335
CdGe2O5,3.40001253,1.62689589,0.6732625,0.7163375,-11.3089662574591,1.39929375092294,19,11.610370625,1.13135991575,0.8925,2.86375,8.75,2.25,4,3.62994085189212,5.34603924006671,5.56232062007362,6.94276910495205,0.416241235043198,1.74502251,-5.88502406,-7.51191995,-6.69847201,2.13234630835232,7.39873493681286
CaO2,4.12501232,1.94660969,0.90815,0.888283333333333,-9.50664000627034,1.91605000126378,12,11.1164218233333,0.982253866666667,1.02666666666667,2.62666666666667,4.66666666666667,1.33333333333333,0,0,3.67401222071175,3.67401176444835,4.00645857237767,0.275375113322,1.2614,-6.16737491,-8.1139846,-7.14067975,1.55048866785826,2.50071525510446
Rb2Te5,0.7078437,0.21303353,1.33643571428571,1.47286428571429,-5.86978571815728,3.28801571645441,47.7142857142857,7.62904231428571,1.54660156,1.61428571428571,1.73428571428571,11.7142857142857,1.71428571428571,6,3.67423461417477,7.31626966977941,7.31630092317179,5.82798076164109,0.099846083488897,2.77571204,-4.70178048,-4.91481401,-4.80829725,5.94301450868651,76.9780114267958
TiI4,1.68406404,0.86426703,1.04387,0.96611,-7.43673200490508,3.86620400255005,46.8,9.726632,2.462350904,1.432,2.436,14.4,2.4,4,3.53553390593274,7.75151027011152,7.75150587649474,6.81203746397338,0.095416619563978,2.5629854,-5.12628409,-5.99055112,-5.16836999,1.48737433513191,4.50597842082883
TiMnO3,2.85716038,0.78192205,0.85859,0.44583,-9.17815800605368,1.45587400096026,14.2,11.0232646,0.78777218,0.994,2.682,5.8,3.8,4,3.38061701891407,5.51153839888403,5.51092749847466,5.5113230253496,0.385546243301085,1.8652164,-6.1835449,-6.96546695,-6.55789346,1.77811821080912,3.41118021617915
KPd2O3,1.68098852,0.26598168,1.0865,0.771466666666667,-8.27107500545539,0.584340000385416,22.5,10.3114177883333,1.00150957166667,1.13166666666667,2.59,6.5,1.16666666666667,0,0,7.06406167036808,7.0640615968003,7.06442406314726,0.32337984690234,1.96331534,-5.54147342,-5.8074551,-5.67914279,6.18024633822043,71.4952344364665
Ba3Te4O11,4.02774288,2.89236225,0.859527777777778,0.883761111111111,-9.67365333971383,2.952580557503,25.7777777777778,11.1929350444444,1.35497439444444,1.06833333333333,2.71722222222222,7.55555555555555,1.66666666666667,4,3.48350849872283,7.99486094809887,9.30815197272886,9.97140641924204,0.45530344962859,1.82997706,-4.99551165,-7.8878739,-6.44169277,1.90763077750265,5.33193772437192
Cu2WO4,2.28997037,1.09861485,0.81005,0.703021428571429,-9.23697572037819,0.68053285759172,23.4285714285714,11.1127157142857,1.30460817142857,0.985714285714286,2.84571428571429,9.42857142857143,2.28571428571429,6,3.67423461417477,5.85683673024968,7.80471099684644,8.13271663893207,0.378770421110634,1.69684645,-4.7920205,-5.89063535,-5.34132792,2.9348936625776,11.8944539760971
Ce(IO3)4,3.14149716,1.59203774,0.658544117647059,0.634120588235294,-10.8021600071248,3.49289706112736,21.5294117647059,12.3976647058824,1.78479253647059,0.912941176470588,3.12,8.47058823529412,2.94117647058824,5,4.66703867564862,9.78262242129082,9.78298685129044,5.30644329000071,0.519603251707559,1.78007947,-5.84015761,-7.43219535,-6.63617648,5.72216466846786,63.8958760659976
V6Cu2O15,0.14069173,0.04170794,0.800132608695652,0.509967391304348,-9.60868174546808,1.58469782713218,13.7391304347826,11.3130742173913,1.19800519565217,0.944347826086957,2.83391304347826,6.17391304347826,3.21739130434783,5,4.05617489077154,7.74902048253419,7.74902377735226,9.98409201940316,0.359832954830206,1.59190226,-6.63603093,-6.67773887,-6.65518662,1.94626762768999,8.82234816608517
BaSi2,1.18240048,0.72165494,1.36761666666667,1.49475,-8.06103333865019,-2.11918000139776,28,7.17167486666667,0.974556186666667,1.45666666666667,1.56333333333333,3.33333333333333,2.66666666666667,0,0,8.85859205000004,6.64911886000001,11.37870302,0.113813039768276,2.39224006,-5.91353964,-6.63519458,-6.27436711,5.72236959399314,64.6428803895523
NaAgO,2.44716364,1.30230167,1.17898333333333,1.16905,-6.83051000450523,-0.266783333509297,22,8.77778865333333,1.10450151666667,1.25666666666667,2.1,6,1.33333333333333,1,1.73205080756888,7.02674861645189,7.02674833038611,7.02680585312339,0.303370246822574,2.06552498,-5.12396757,-6.42626924,-5.77511841,5.14534885001095,48.0107261835213
PCl3O,6.08889817,4.50368365,0.66521,0.72973,-10.0270480066136,3.22112600212457,14.8,12.601528,2.609177648,0.958,3.022,6.4,1.6,5,3.38061701891407,9.51862571,5.95473061,9.54952035,0.225166252909642,1.47004343,-3.48527919,-7.98896284,-5.73712102,2.64403336728008,10.6867188078791
AlAgO2,2.9028796,1.52522505,0.8397,0.903775,-9.3419375061617,0.409427500270049,19,10.19952825,1.16487965,0.995,2.605,6.5,2.5,3,2.68328157299975,2.88679354496592,2.88679355362588,12.22571118,0.315948900673429,1.92503043,-5.63592984,-7.16115489,-6.39854237,1.90816945064807,7.26857454377392
K4Be3O5,4.80321637,3.29161647,1.18894166666667,1.176525,-7.51183833828795,0.640372500422374,10.6666666666667,9.45175224333334,0.645946918333333,1.19166666666667,2.09916666666667,3.33333333333333,1.16666666666667,2,2.14376880303149,6.29020783874219,6.29021001075577,10.7312625326856,0.360196573168603,1.5063152,-5.6010928,-8.89270927,-7.24690103,1.50072016845445,2.70754003763684
NOF,4.98814042,3.12052187,0.464916666666667,0.437483333333333,-12.0702733412946,0.912340000601757,8,15.1916683333333,1.597431708,0.646666666666667,3.48666666666667,6,2,3,2.64575131106459,4.3738151588949,3.92167595456312,11.2522571804042,0.205594449639085,1.08348183,-5.16260296,-8.28312483,-6.72286389,4.38538103522667,23.9888021702032
SrV4O10,1.82737173,0.21435859,0.841996666666667,0.545383333333333,-9.59457867299501,1.85653400122452,14,11.2573443633333,1.11825113333333,0.978,2.79133333333333,5.46666666666667,3.2,5,4.10391340834062,6.09858801841815,7.32055345028217,8.89718368082544,0.382320031370333,1.61145212,-6.74995013,-6.96430872,-6.85617575,1.12316934526913,0.738240698484482
VAg3O4,1.9727563,0.82043858,0.9188375,0.7742125,-8.56546000564956,0.302905000199789,24.5,10.493388625,1.285687775,1.065,2.6475,7.75,2.25,5,3.04354364101073,5.5470386098077,5.54704485235756,10.0497349531921,0.331979251222989,1.71424122,-5.34700562,-6.1674442,-5.75157576,2.21153152317278,5.85603229482838
Zn11Co2,0.05115572,0.01290781,1.13416538461538,0.996180769230769,-6.30143769646396,-0.363740769470683,29.5384615384615,9.161399,-0.422728461538461,1.22615384615385,1.68538461538462,11.5384615384615,0.461538461538462,0,0,7.5967268642942,7.59672931802884,7.59672913905264,0.18483947727698,2.54172517,-5.21718927,-5.23009707,-5.22377503,5.3476054986877,36.6425537575276
Ca10P6O25,4.39775808,3.14518313,0.842428048780488,0.84294512195122,-9.49934585992406,1.35852365943263,11.9512195121951,11.3293425780488,1.0061654902439,0.988292682926829,2.6619512195122,4.87804878048781,1.65853658536585,5,3.59498442882278,9.43126279002918,6.87823527,9.43177879631154,0.365831993148726,1.51720427,-4.83403644,-7.97921958,-6.40662801,2.54246287812273,13.0769186936867
Cd3(AsO4)2,3.35681283,1.6854495,0.701219230769231,0.71085,-9.97887769888951,1.4555307701908,21.0769230769231,11.9617692307692,0.856806338461538,0.921538461538461,2.84230769230769,8.76923076923077,1.69230769230769,5,3.64453134101659,9.29232111370105,12.05842675,6.62836576522371,0.430213571556668,1.68403691,-5.66391231,-7.34936182,-6.50663707,3.32145672886454,16.9651785891244
K2FeO4,3.28124336,0.83147542,1.06550714285714,0.922264285714286,-8.51568143418816,1.4546328581023,13.7142857142857,10.1508593657143,1.00008225714286,1.14571428571429,2.46142857142857,4.85714285714286,2,0,0,7.66269149,5.80901662,10.30819351,0.312279246831509,1.63124044,-6.91692577,-7.74840119,-7.33266348,12.9777170309619,314.92399528661
LiNbO3,4.88773559,3.4479693,0.92027,0.73819,-8.99406600593226,1.55813600102771,13.6,10.6009459992,1.183754424,0.98,2.58,4.8,2.8,5,3.68394198806504,5.48485509950018,5.48485506019502,5.48420817067636,0.513133940048165,1.87548276,-5.52818652,-8.97615582,-7.25217117,1.42955742379334,2.58096376809518
La2CuO10,1.47153689,0.40239053,0.757780769230769,0.606457692307692,-10.4164846222551,2.08448538599026,17.1538461538462,11.9277484615385,1.3047638,0.927692307692308,2.96153846153846,5.92307692307692,3,0,0,7.97336205737341,5.7253408395771,7.54241034518636,0.288124051011951,0.3098766,-7.21209714,-7.61448767,-7.41366492,5.74324111990694,45.8963369975165
Rb2Te,2.65627129,1.85045401,1.84721666666667,1.91088333333333,-4.07190000268572,0.874183333909923,42,5.7880214,0.980902706666667,1.92666666666667,1.24666666666667,6,1.33333333333333,1,2.12132034355964,5.96579512067661,5.96579352968631,5.96579369232087,0.360919522279816,3.65895733,-3.92666683,-5.77712084,-4.85189383,5.77103217665229,45.3410602158293
Sc2TeO6,4.54783263,2.77443711,0.77575,0.543261111111111,-9.92575556210233,2.43041222382526,15.7777777777778,11.537902,1.23487861111111,0.971111111111111,2.82888888888889,6.44444444444445,3.55555555555556,6,4.18927201313068,8.77134620693256,8.77134618961245,4.81967363285801,0.464989477212859,1.90269912,-5.83731476,-8.61175187,-7.22453332,1.73274636972559,3.94892027221255
VF2,3.00384347,0.60340986,0.775483333333333,0.40835,-10.8590600071624,1.03464666734909,13.6666666666667,13.8639423333333,2.443347216,0.89,3.19666666666667,6.33333333333333,3,2,2.12132034355964,4.72891047,4.72892376,3.26191672,0.212379969563677,2.07360837,-4.02792562,-4.63133548,-4.22643367,3.626985307649,21.3910648344576
Rb(MoO2)2,0.81208961,0.21783067,1.02977857142857,0.780492857142857,-8.75967000577766,1.40507142949818,21.8571428571429,10.4048868714286,1.11785677285714,1.13142857142857,2.7,5.28571428571429,3,4,3.1304951684997,9.54874403243281,9.69381365151755,11.7457853983292,0.419974232085685,0.68748,-5.02160565,-5.23943632,-5.13238592,29.9936005141635,1070.48781545753
La3NbO7,4.27402402,2.91158328,0.99225,0.671031818181818,-9.22610273335803,1.59795818287216,24.3636363636364,10.8014486363636,1.16525297272727,1.13363636363636,2.63454545454545,5.09090909090909,4.36363636363636,5,3.76743259887908,7.72677217000007,11.08355998,7.6138466700001,0.504413669663572,1.93601503,-6.23141825,-9.14300153,-7.68720989,4.96638889593972,35.7972407169111
MoBr3,0.77761679,0.27249087,0.94955,0.841875,-8.14316500537103,4.33644750286021,36.75,10.633465,2.709523725,1.285,2.76,14.25,2.25,3,2.82842712474619,5.93581967000223,6.82782355790934,6.82769460852941,0.163439758140316,2.54117905,-5.12713534,-5.3996262,-5.26338077,6.48564451066849,129.483299460776
