material,bulk_modulus (eV/AA^3),r_sA,r_sB,r_valA,r_valB,r_s_catA,r_s_catB,r_val_catA,r_val_catB,e_hA,e_hB,e_lA,e_lB,ZA,ZB,IPA,IPB,EAA,EAB,ENA,ENB,oxA,oxB,A,B1,B2,A_atomic_stiffness,B_atomic_stiffness
Sm2GeTcO6,1.29489,1.99935,1.1778,0.32485,0.9227,1.80355,1.13795,0.32345,0.88605,-3.31902,-7.95212,-0.57557,-2.79355,62,37.5,5.64371,7.50941,0.162,0.89234,1.17,1.955,2,4,Sm,Ge,Tc,8.06,18.09
Ba2BiCoO6,0.77581,2.20615,1.12395,2.20615,0.8246,2.07185,1.1009,2.07185,0.80455,-3.35828,-5.67327,-1.33494,-1.45433,56,55,5.21166,7.58326,0.14463,0.80231,0.89,1.95,2,4,Ba,Bi,Co,3.58,11.715
Cs2MnNiO6,0.74143,2.51755,1.3363,2.51755,0.3707,0.81755,1.2099,0.94155,0.3695,-2.29006,-4.27795,-1.22595,0.15275,55,26.5,3.89391,7.53696,0.47163,0.31858,0.79,1.73,1,5,Cs,Mn,Ni,1.43,16.52
La2RhVO6,1.21077,2.03235,1.51075,1.19775,0.5466,1.88385,1.3889,1.88385,0.5414,-3.5912,-4.60863,-1.49016,-1.96165,57,34,5.5769,7.10254,0.55755,0.83528,1.1,1.955,3,3,La,Rh,V,6.56,18.72
Mg2NiPtO6,1.11634,1.35285,1.34535,1.35285,0.5066,1.26075,1.20225,1.26075,0.50135,-5.04225,-4.61206,-0.77042,-1.19468,12,53,7.64624,8.29935,-0.42,1.64113,1.31,2.095,2,4,Mg,Ni,Pt,5.26,18.8
Be2TcTiO6,1.28799,1.08065,1.5148,1.08065,0.6079,1.00365,1.4296,1.00365,0.5983,-6.07034,-4.37852,-1.4731,-2.22769,4,32.5,9.3227,6.97375,-0.52,0.31377,1.57,1.72,2,4,Be,Tc,Ti,6.02,19.81
Y2GaVO6,1.30052,1.78395,1.26555,0.95895,0.92665,1.63185,1.2055,1.63185,0.7273,-3.97745,-6.70658,-1.37282,-1.43343,39,27,6.21726,6.37274,0.30712,0.41443,1.22,1.72,3,3,Y,Ga,V,8.42,10.645
La2PbTiO6,0.80082,2.03235,1.3233,1.19775,0.9766,1.88385,1.2617,1.88385,0.9304,-3.5912,-8.12279,-1.49016,-1.81006,57,52,5.5769,7.1224,0.55755,0.21613,1.1,1.935,3,3,La,Pb,Ti,6.56,10.375
Nd2CoZrO6,1.20844,2.00295,1.4801,0.35015,0.61365,1.89905,1.39175,0.34865,0.59575,-3.25222,-5.0345,-1.29622,-0.82068,60,33.5,5.525,7.25757,0.09749,0.54778,1.14,1.605,2,4,Nd,Co,Zr,6.83,14.14
Ce2AgCrO6,1.03134,2.07805,1.39255,1.35245,0.888,1.91635,1.31975,0.38175,0.4927,-3.34104,-4.84044,-1.39487,-2.14812,58,35.5,5.5386,7.17137,0.572,0.99016,1.12,1.795,3,3,Ce,Ag,Cr,4.78,14.555
Mg2BiCoO6,0.89786,1.35285,1.12395,1.35285,0.8246,1.26075,1.1009,1.26075,0.80455,-5.04225,-5.67327,-0.77042,-1.45433,12,55,7.64624,7.58326,-0.42,0.80231,1.31,1.95,2,4,Mg,Bi,Co,5.26,11.715
Y2CuWO6,1.04352,1.78395,1.3164,0.95895,1.0014,1.63185,1.26525,1.63185,0.55195,-3.97745,-5.08023,-1.37282,-2.63262,39,51.5,6.21726,7.79521,0.30712,1.02603,1.22,2.13,3,3,Y,Cu,W,8.42,20.76
Pm2CdCrO6,1.07747,1.98305,1.34795,0.33615,0.8434,1.83585,1.2767,0.33605,0.811,-3.30607,-5.34546,-1.25847,-0.80008,61,36,5.58187,7.88017,0.129,-0.02208,1.13,1.675,3,3,Pm,Cd,Cr,6.83,12.875
Sm2CrMnO6,1.44027,1.99935,1.3855,0.32485,0.42215,1.80355,1.30485,0.32345,0.41945,-3.31902,-4.66862,-0.57557,-1.21957,62,24.5,5.64371,7.10027,0.162,0.07792,1.17,1.605,2,4,Sm,Cr,Mn,8.06,19.46
Y2NbTaO6,1.27076,1.78395,1.5355,0.95895,0.8126,1.63185,1.4722,1.63185,0.79825,-3.97745,-4.84088,-1.37282,-1.51695,39,57,6.21726,7.15421,0.30712,0.62026,1.22,1.55,3,3,Y,Nb,Ta,8.42,21.07
Li2MoPbO6,0.93179,1.61625,1.29375,1.61625,1.069,0.19135,1.2567,0.19135,1.0262,-3.41248,-8.3611,-0.8909,-1.71142,3,62,5.39171,7.25455,0.61805,0.55203,0.98,2.245,1,5,Li,Mo,Pb,1.76,17.255
Ca2NbTcO6,1.247,1.80815,1.52015,1.80815,0.73115,1.65875,1.45855,1.65875,0.722,-3.94208,-4.54655,-0.93507,-2.22742,20,42,6.11316,6.93912,0.02455,0.7347,1,1.75,2,4,Ca,Nb,Tc,4.44,23.635
Pm2CuVO6,1.15988,1.98305,1.36255,0.33615,0.84365,1.83585,1.29165,0.33605,0.3989,-3.30607,-4.83639,-1.25847,-2.25217,61,26,5.58187,7.23628,0.129,0.88172,1.13,1.765,3,3,Pm,Cu,V,6.83,12.875
Pm2BiCoO6,0.99232,1.98305,1.12395,0.33615,0.8246,1.83585,1.1009,0.33605,0.80455,-3.30607,-5.67327,-1.25847,-1.45433,61,55,5.58187,7.58326,0.129,0.80231,1.13,1.95,3,3,Pm,Bi,Co,6.83,11.715
Rb2TiWO6,1.12998,2.29415,1.5139,2.29415,0.6705,0.66735,1.43745,0.75565,0.65625,-2.49875,-4.58639,-1.23792,-1.63578,37,48,4.17713,7.34608,0.48592,0.44591,0.82,1.95,1,5,Rb,Ti,W,1.69,21.51
Li2RhTcO6,1.18738,1.61625,1.4655,1.61625,0.64175,0.19135,1.35465,0.19135,0.6365,-3.41248,-4.64459,-0.8909,-2.93401,3,44,5.39171,7.28914,0.61805,0.84745,0.98,2.09,1,5,Li,Rh,Tc,1.76,24.905
Y2CoRuO6,1.34307,1.78395,1.3447,0.95895,0.4975,1.63185,1.3003,1.63185,0.49815,-3.97745,-5.31139,-1.37282,-1.38609,39,35.5,6.21726,7.62076,0.30712,0.85432,1.22,2.04,3,3,Y,Co,Ru,8.42,20.665
Mg2AlRhO6,1.19137,1.35285,1.3056,1.35285,1.0183,1.26075,1.1993,1.26075,0.83,-5.04225,-6.33222,-0.77042,-2.27158,12,29,7.64624,6.72233,-0.42,0.78786,1.31,1.945,2,4,Mg,Al,Rh,5.26,15.495
Rb2NbPtO6,1.12316,2.29415,1.47365,2.29415,0.7312,0.66735,1.38645,0.75565,0.71855,-2.49875,-5.01416,-1.23792,-2.71989,37,59.5,4.17713,7.85884,0.48592,1.52126,0.82,1.94,1,5,Rb,Nb,Pt,1.69,22.09
Pr2AlCrO6,1.37578,2.02475,1.28115,0.36565,0.93455,1.89375,1.21395,0.36655,0.74825,-3.26203,-6.22275,-1.05666,-1.4121,59,18.5,5.4702,6.37614,0.10923,0.55434,1.13,1.635,3,3,Pr,Al,Cr,6.38,13.875
Ba2PtRhO6,1.04576,2.20615,1.419,2.20615,0.6418,2.07185,1.28255,2.07185,0.63305,-3.35828,-5.1122,-1.33494,-3.42648,56,61.5,5.21166,8.20887,0.14463,1.634,0.89,2.28,2,4,Ba,Pt,Rh,3.58,23.36
La2MnPbO6,0.73107,2.03235,1.1826,1.19775,0.9055,1.88385,1.1357,1.88385,0.86715,-3.5912,-8.27979,-1.49016,-1.83901,57,53.5,5.5769,7.42536,0.55755,-0.08164,1.1,1.94,3,3,La,Mn,Pb,6.56,14.1
Be2PdRuO6,1.11705,1.08065,1.45895,1.08065,0.61,1.00365,1.34325,1.00365,0.60485,-6.07034,-5.03628,-1.4731,-2.69589,4,45,9.3227,7.84867,-0.52,0.80426,1.57,2.2,2,4,Be,Pd,Ru,6.02,22.25
Be2SnTiO6,1.14063,1.08065,1.33705,1.08065,0.9503,1.00365,1.27045,1.00365,0.90755,-6.07034,-7.33558,-1.4731,-1.90005,4,36,9.3227,7.08602,-0.52,0.59381,1.57,1.75,2,4,Be,Sn,Ti,6.02,10.53
Y2MnZnO6,1.26798,1.78395,1.21565,0.95895,0.75685,1.63185,1.1461,1.63185,0.7264,-3.97745,-5.54724,-1.37282,-0.90994,39,27.5,6.21726,8.41412,0.30712,-0.57,1.22,1.6,3,3,Y,Mn,Zn,8.42,13.5
Mg2AlSbO6,1.12344,1.35285,1.06005,1.35285,1.3293,1.26075,1.02475,1.26075,1.1204,-5.04225,-6.93584,-0.77042,-2.42866,12,32,7.64624,7.29708,-0.42,0.74012,1.31,1.83,2,4,Mg,Al,Sb,5.26,8.735
Nd2ZnZrO6,1.03627,2.00295,1.4105,0.35015,0.9925,1.89905,1.3102,0.34865,0.94235,-3.25222,-5.43761,-1.29622,-0.99764,60,35,5.525,8.01416,0.09749,-0.09336,1.14,1.49,3,3,Nd,Zn,Zr,6.83,10.55
Ba2CdWO6,0.84088,2.20615,1.33565,2.20615,1.02065,2.07185,1.2833,2.07185,0.98455,-3.35828,-5.42022,-1.33494,-1.24524,56,61,5.21166,8.42893,0.14463,0.04813,0.89,2.025,2,4,Ba,Cd,W,3.58,18.65
Sm2MnMnO6,1.44913,1.99935,1.31855,0.32485,0.40095,1.80355,1.23915,0.32345,0.39975,-3.31902,-4.66901,-0.57557,-1.40168,62,25,5.64371,7.43404,0.162,-0.52,1.17,1.55,3,3,Sm,Mn,Mn,8.06,19.71
Cs2CoMoO6,0.84281,2.51755,1.3964,2.51755,0.5415,0.81755,1.34865,0.94155,0.53885,-2.29006,-5.22545,-1.22595,-0.60539,55,34.5,3.89391,7.48672,0.47163,0.7048,0.79,2.02,1,5,Cs,Co,Mo,1.43,20.245
Y2PtTaO6,0.93987,1.78395,1.3985,0.95895,0.75415,1.63185,1.3096,1.63185,0.74315,-3.97745,-5.16395,-1.37282,-2.89359,39,75.5,6.21726,8.2542,0.30712,1.22411,1.22,1.89,3,3,Y,Pt,Ta,8.42,23.25
Ba2SbTcO6,0.75314,2.20615,1.21995,2.20615,0.95275,2.07185,1.1801,2.07185,0.9269,-3.35828,-5.24821,-1.33494,-3.09109,56,47,5.21166,7.86388,0.14463,0.7997,0.89,1.975,2,4,Ba,Sb,Tc,3.58,18.145
Ca2MnPtO6,1.15093,1.80815,1.3276,1.80815,0.53685,1.65875,1.2315,1.65875,0.5316,-3.94208,-5.00312,-0.93507,-2.74911,20,51.5,6.11316,8.19643,0.02455,0.80255,1,1.915,2,4,Ca,Mn,Pt,4.44,21.99
La2PbPtO6,0.90405,2.03235,1.19165,1.19775,1.0414,1.88385,1.12805,1.88385,0.999,-3.5912,-8.6139,-1.49016,-3.18643,57,80,5.5769,8.18775,0.55755,1.24091,1.1,2.305,3,3,La,Pb,Pt,6.56,16.38
Na2CoCrO6,1.13931,1.74615,1.3522,1.74615,0.3992,0.32095,1.29335,0.28665,0.3995,-3.18997,-5.14375,-0.88318,-0.55087,11,25.5,5.13908,7.32376,0.54793,0.66905,0.93,1.77,1,5,Na,Co,Cr,1.82,16.84
Nd2BiMnO6,1.01647,2.00295,1.15725,0.35015,0.84755,1.89905,1.1124,0.34865,0.8245,-3.25222,-5.19815,-1.29622,-2.12304,60,54,5.525,7.35978,0.09749,0.21118,1.14,1.785,2,4,Nd,Bi,Mn,6.83,14.335
Ca2AgTcO6,0.6679,1.80815,1.38115,1.80815,1.00265,1.65875,1.3185,1.65875,0.6083,-3.94208,-4.70733,-0.93507,-3.18519,20,45,6.11316,7.34781,0.02455,0.92824,1,1.915,2,4,Ca,Ag,Tc,4.44,18.63
Sm2VWO6,1.35302,1.99935,1.474,0.32485,0.6401,1.80355,1.41015,0.32345,0.6332,-3.31902,-4.57392,-0.57557,-1.54732,62,48.5,5.64371,7.30511,0.162,0.67197,1.17,1.995,2,4,Sm,V,W,8.06,22.875
Nd2TcWO6,1.34946,2.00295,1.42875,0.35015,0.73525,1.89905,1.3759,0.34865,0.7283,-3.25222,-4.60988,-1.29622,-2.51968,60,58.5,5.525,7.49171,0.09749,0.68413,1.14,2.13,2,4,Nd,Tc,W,6.83,29.06
Li2NbWO6,1.30936,1.61625,1.51925,1.61625,0.79375,0.19135,1.4664,0.19135,0.77995,-3.41248,-4.75442,-0.8909,-1.63551,3,57.5,5.39171,7.31144,0.61805,0.86684,0.98,1.98,1,5,Li,Nb,W,1.76,25.335
Pm2CdGeO6,1.04081,1.98305,1.0847,0.33615,1.2081,1.83585,1.04535,0.33605,1.1423,-3.30607,-8.76246,-1.25847,-1.5191,61,40,5.58187,8.44663,0.129,0.25634,1.13,1.85,3,3,Pm,Cd,Ge,6.83,7.68
Pm2GePtO6,1.13972,1.98305,1.1313,0.33615,0.92275,1.83585,1.06585,0.33605,0.8826,-3.30607,-8.41973,-1.25847,-3.28602,61,55,5.58187,8.42913,0.129,1.67889,1.13,2.145,3,3,Pm,Ge,Pt,6.83,16.545
Sm2SbTiO6,0.64192,1.99935,1.3051,0.32485,0.888,1.80355,1.24165,0.32345,0.85485,-3.31902,-5.22471,-0.57557,-2.20719,62,36.5,5.64371,7.71825,0.162,0.56147,1.17,1.795,2,4,Sm,Sb,Ti,8.06,10.595
Mg2NiRuO6,1.13767,1.35285,1.39575,1.35285,0.4902,1.26075,1.28255,1.26075,0.48785,-5.04225,-4.44521,-0.77042,-0.50037,12,36,7.64624,7.50019,-0.42,1.10177,1.31,2.055,2,4,Mg,Ni,Ru,5.26,20.095
Y2CoCrO6,1.3782,1.78395,1.3522,0.95895,0.3992,1.63185,1.29335,1.63185,0.3995,-3.97745,-5.14375,-1.37282,-0.55087,39,25.5,6.21726,7.32376,0.30712,0.66905,1.22,1.77,3,3,Y,Co,Cr,8.42,16.84
Ce2RhRhO6,1.28645,2.07805,1.50135,1.35245,0.61085,1.91635,1.34125,0.38175,0.60265,-3.34104,-4.88717,-1.39487,-2.75643,58,45,5.5386,7.4589,0.572,1.14289,1.12,2.28,3,3,Ce,Rh,Rh,4.78,22.45
Mg2TaWO6,1.33067,1.35285,1.4441,1.35285,0.8167,1.26075,1.38955,1.26075,0.80455,-5.04225,-4.90421,-0.77042,-1.80921,12,73.5,7.64624,7.7068,-0.42,0.56969,1.31,1.93,2,4,Mg,Ta,W,5.26,26.495
Nd2GaVO6,1.28626,2.00295,1.26555,0.35015,0.92665,1.89905,1.2055,0.34865,0.7273,-3.25222,-6.70658,-1.29622,-1.43343,60,27,5.525,6.37274,0.09749,0.41443,1.14,1.72,2,4,Nd,Ga,V,6.83,10.645
Pr2NbNbO6,1.26289,2.02475,1.61065,0.36565,0.78965,1.89375,1.54905,0.36655,0.77365,-3.26203,-4.69109,-1.05666,-1.34325,59,41,5.4702,6.75885,0.10923,0.91741,1.13,1.6,3,3,Pr,Nb,Nb,6.38,19.91
Pm2MnWO6,1.35519,1.98305,1.3732,0.33615,0.5994,1.83585,1.31145,0.33605,0.593,-3.30607,-4.74338,-1.25847,-1.66473,61,49.5,5.58187,7.64903,0.129,0.14813,1.13,1.955,3,3,Pm,Mn,W,6.83,25.235
Ba2CrNiO6,0.98737,2.20615,1.40325,2.20615,0.3919,2.07185,1.2756,2.07185,0.3892,-3.35828,-4.27756,-1.33494,0.33486,56,26,5.21166,7.20319,0.14463,0.9165,0.89,1.785,2,4,Ba,Cr,Ni,3.58,16.27
Nd2MoRuO6,1.33818,2.00295,1.48915,0.35015,0.68395,1.89905,1.4328,0.34865,0.67715,-3.25222,-4.91758,-1.29622,-1.92721,60,43,5.525,7.22647,0.09749,0.89686,1.14,2.18,2,4,Nd,Mo,Ru,6.83,26.44
Ca2CuVO6,1.08693,1.80815,1.36255,1.80815,0.84365,1.65875,1.29165,1.65875,0.3989,-3.94208,-4.83639,-0.93507,-2.25217,20,26,6.11316,7.23628,0.02455,0.88172,1,1.765,2,4,Ca,Cu,V,4.44,12.875
La2CoRuO6,1.30348,2.03235,1.3447,1.19775,0.4975,1.88385,1.3003,1.88385,0.49815,-3.5912,-5.31139,-1.49016,-1.38609,57,35.5,5.5769,7.62076,0.55755,0.85432,1.1,2.04,3,3,La,Co,Ru,6.56,20.665
Y2CuNbO6,1.05882,1.78395,1.4078,0.95895,0.9973,1.63185,1.3479,1.63185,0.54565,-3.97745,-5.0169,-1.37282,-2.34036,39,35,6.21726,7.24262,0.30712,1.0766,1.22,1.75,3,3,Y,Cu,Nb,8.42,15.335
Nd2ZrZrO6,1.08677,2.00295,1.70825,0.35015,0.87225,1.89905,1.56735,0.34865,0.83165,-3.25222,-4.44974,-1.29622,-1.57708,60,40,5.525,6.63413,0.09749,0.43329,1.14,1.33,2,4,Nd,Zr,Zr,6.83,13.81
Be2CrWO6,1.39436,1.08065,1.44015,1.08065,0.6206,1.00365,1.37715,1.00365,0.6127,-6.07034,-4.74299,-1.4731,-1.48262,4,49,9.3227,7.31527,-0.52,0.74605,1.57,2.01,2,4,Be,Cr,W,6.02,24.985
Ce2VZnO6,1.20733,2.07805,1.31645,1.35245,0.79755,1.91635,1.2448,0.38175,0.7666,-3.34104,-5.37778,-1.39487,-0.79253,58,26.5,5.5386,8.07019,0.572,-0.04617,1.12,1.64,4,2,Ce,V,Zn,4.78,11.14
Y2FeNbO6,1.34017,1.78395,1.43465,0.95895,0.5824,1.63185,1.36505,1.63185,0.575,-3.97745,-4.95098,-1.37282,-1.11256,39,33.5,6.21726,7.33066,0.30712,0.53532,1.22,1.715,3,3,Y,Fe,Nb,8.42,16.47
Nd2CuVO6,1.16426,2.00295,1.36255,0.35015,0.84365,1.89905,1.29165,0.34865,0.3989,-3.25222,-4.83639,-1.29622,-2.25217,60,26,5.525,7.23628,0.09749,0.88172,1.14,1.765,3,3,Nd,Cu,V,6.83,12.875
