material_and_condition,Y_oxygenate,T,x_P,w_r_s,w_r_p,w_r_d,w_r_val,w_e_H,w_e_L,w_EA,w_IP,w_EN
325,0.26065439563173,230,0.25,1.2907,1.42385,0.889965,0.778665,-4.35313646413558,-1.92809648411489,-0.901868968357451,8.58338562003478,3.84075832583866
326,0.264475296098598,280,0.25,1.2642625,1.4456,0.94374,0.83244,-4.69008896135951,-2.26504898133882,-0.707783445014985,9.0118296039933,4.15202307948915
327,0.265319346737648,280,0.325,1.2214375,1.39808,0.9907125,0.8460225,-4.76460671074558,-1.61205473671868,-0.793764949021594,9.07919208666443,4.14271356882142
328,0.273098288273153,200,0.5,1.1320875,1.2785,1.078805,0.856205,-4.80370046042349,0.046379499617889,-1.07202266770734,9.06499361931369,3.99648547580318
329,0.276774869464073,280,0.45,1.151825,1.31743,1.065415,0.865075,-4.86633945990743,-0.501267495870182,-0.950006490588774,9.16289995885244,4.10644673413183
330,0.27939810893976,250,0.45,1.15535,1.31453,1.058245,0.857905,-4.82141246027757,-0.456340496240325,-0.975884560367769,9.10577409432463,4.06494476697843
331,0.280342079147353,250,0.025,1.3927375,1.58816,0.8028225,0.7916925,-4.46653571320131,-4.22403171519924,-0.449838932995158,8.80974215597987,4.17995161149236
332,0.284096008625673,250,0.025,1.4033125,1.57946,0.7813125,0.7701825,-4.33175471431174,-4.08925071630967,-0.527473142332144,8.63836456239647,4.05544571003216
333,0.287371299586293,280,0.175,1.312375,1.48877,0.8860125,0.8081025,-4.54818071252866,-2.85065272651417,-0.660619045676869,8.85877832453045,4.09907963942679
334,0.287477088238385,280,0.175,1.3176625,1.48442,0.8752575,0.7973475,-4.48079021308387,-2.78326222706939,-0.699436150345362,8.77308952773875,4.03682668869669
335,0.289367634297033,250,0.2,1.3122,1.46133,0.87299,0.78395,-4.39331196380458,-2.45327997978803,-0.792791826128387,8.65272902730962,3.92996860059062
336,0.297347060058591,250,0.25,1.280125,1.43255,0.911475,0.800175,-4.48791746302515,-2.06287748300446,-0.824234759020464,8.75476321361819,3.96526422729886
337,0.301820969745924,260,0.15,1.3478,1.48721,0.827335,0.760555,-4.25377946495416,-2.79875547694174,-0.787226963015305,8.49356897647326,3.85317100672898
338,0.31057216917031,200,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
339,0.314413392110845,200,0.525,1.1178125,1.26266,1.0944625,0.8607325,-4.82853971021885,0.264044247824602,-1.10068316904287,9.08744778020407,3.9933823055806
340,0.315653743981398,250,0.025,1.4138875,1.57076,0.7598025,0.7486725,-4.19697371542217,-3.9544697174201,-0.60510735166913,8.46698696881306,3.93093980857197
341,0.317452147107782,250,0.05,1.4049,1.55057,0.764705,0.742445,-4.15442246577274,-3.6694144697686,-0.672584957673159,8.40375233291174,3.86558368761929
342,0.320291425486945,250,0.325,1.2320125,1.38938,0.9692025,0.8245125,-4.629825711856,-1.47727373782911,-0.87139915835858,8.90781449308103,4.01820766736122
343,0.322552167427574,280,0.175,1.32295,1.48007,0.8645025,0.7865925,-4.41339971363909,-2.7158717276246,-0.738253255013855,8.68740073094705,3.97457373796659
344,0.330979477783111,200,0.5,1.130325,1.27995,1.08239,0.85979,-4.82616396023842,0.02391599980296,-1.05908363281784,9.09355655157759,4.01723645937988
345,0.33424890387478,280,0.25,1.26955,1.44125,0.932985,0.821685,-4.62269846191473,-2.19765848189403,-0.746600549683478,8.92614080720159,4.08977012875906
346,0.335254480717445,250,0.5,1.123275,1.28575,1.09673,0.87413,-4.91601795949814,-0.065937999456755,-1.00732749325985,9.2078082806332,4.10024039368668
347,0.336202977659031,230,0.3,1.258625,1.39507,0.92845,0.79489,-4.44774196335615,-1.53769398733132,-0.933311901249528,8.68541980634334,3.87605395254691
348,0.349177182028203,245,0.15,1.35485,1.48141,0.812995,0.746215,-4.16392546569444,-2.70890147768203,-0.838983102573296,8.37931724741766,3.77016707242218
349,0.35249426743591,200,0.5,1.13385,1.27705,1.07522,0.85262,-4.78123696060856,0.068842999432817,-1.08496170259683,9.03643068704979,3.97573449222648
350,0.354891497609577,200,0.4,1.198,1.33461,0.99825,0.82017,-4.59202596216743,-0.711961994134322,-1.02207583681268,8.83236231443266,3.90514323880999
351,0.354900694437764,300,0.4,1.1786125,1.35056,1.037685,0.859605,-4.83912446013164,-0.959060492098538,-0.879746453028203,9.14655456933557,4.13340405815369
352,0.355443466433785,215,0.35,1.230075,1.36339,0.959765,0.803945,-4.49742046294686,-1.10236449091789,-0.9906329039206,8.7303281281241,3.86984761210175
353,0.357809729527229,250,0.6,1.066175,1.22239,1.15936,0.89224,-5.01537495867956,0.8047209933701,-1.12196949860199,9.29762492419472,4.08782771279636
354,0.360317188751573,280,0.25,1.2748375,1.4369,0.92223,0.81093,-4.55530796246994,-2.13026798244925,-0.785417654351971,8.84045201040989,4.02751717802896
355,0.36392082476087,230,0.05,1.419,1.53897,0.736025,0.713765,-3.97471446725331,-3.48970647124917,-0.776097236789141,8.17524887480053,3.6995758190057
356,0.36622694438728,260,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
357,0.37072035585105,260,0.325,1.2373,1.38503,0.9584475,0.8137575,-4.56243521241122,-1.40988323838432,-0.910216263027074,8.82212569628933,3.95595471663113
358,0.371426227820002,300,0.175,1.3070875,1.49312,0.8967675,0.8188575,-4.61557121197344,-2.91804322595896,-0.621801941008376,8.94446712132215,4.16133259015689
359,0.378438923329908,245,0.05,1.41195,1.54477,0.750365,0.728105,-4.06456846651302,-3.57956047050888,-0.72434109723115,8.28950060385614,3.78257975331249
360,0.378813066310903,250,0.55,1.094725,1.25407,1.128045,0.883185,-4.96569645908885,0.369391496956672,-1.06464849593092,9.25271660241396,4.09403405324152
361,0.396070469092357,250,0.025,1.4086,1.57511,0.7705575,0.7594275,-4.26436421486695,-4.02186021686488,-0.566290247000637,8.55267576560476,3.99319275930206
362,0.413312126006885,280,0.1,1.365775,1.52759,0.81753,0.77301,-4.33888196425302,-3.36886597224474,-0.652271751007246,8.6200382482759,3.98388324863433
363,0.418515659925839,280,0.2,1.3122,1.46133,0.87299,0.78395,-4.39331196380458,-2.45327997978803,-0.792791826128387,8.65272902730962,3.92996860059062
364,0.420105307357738,280,0.1,1.3552,1.53629,0.83904,0.79452,-4.47366296314259,-3.50364697113432,-0.57463754167026,8.79141584185931,4.10838915009453
365,0.420444910109308,250,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
366,0.423611114494674,280,0.1,1.3710625,1.52324,0.806775,0.762255,-4.27149146480823,-3.30147547279996,-0.691088855675739,8.5343494514842,3.92163029790423
367,0.423976162372559,350,0.65,1.05525,1.17621,1.154825,0.865445,-4.84041846012098,1.46468548793281,-1.30868085016804,9.05690392333647,3.87411153658421
368,0.425447925127559,300,0.1,1.3499125,1.54064,0.849795,0.805275,-4.54105346258738,-3.5710374705791,-0.535820437001767,8.87710463865101,4.17064210082462
369,0.427093608708885,200,0.35,1.2336,1.36049,0.952595,0.796775,-4.452493463317,-1.05743749128804,-1.0165109736996,8.6732022635963,3.82834564494835
370,0.431479188653686,200,0.6,1.0697,1.21949,1.15219,0.88507,-4.9704479590497,0.849647992999957,-1.14784756838099,9.24049905966692,4.04632574564296
371,0.43288571121517,280,0.075,1.3677125,1.55358,0.8269675,0.7935775,-4.47128721316217,-3.74377521915596,-0.533038005445226,8.79752461323283,4.1322433038938
372,0.43350681931103,300,0.4,1.1786125,1.35056,1.037685,0.859605,-4.83912446013164,-0.959060492098538,-0.879746453028203,9.14655456933557,4.13340405815369
373,0.438476636066267,280,0.25,1.280125,1.43255,0.911475,0.800175,-4.48791746302515,-2.06287748300446,-0.824234759020464,8.75476321361819,3.96526422729886
374,0.443312772851936,260,0.05,1.387275,1.56507,0.800555,0.778295,-4.37905746392202,-3.89404946791789,-0.543194608778182,8.68938165555075,4.07309352338628
375,0.459569913335311,280,0.1,1.3604875,1.53194,0.828285,0.783765,-4.40627246369781,-3.43625647168953,-0.613454646338753,8.70572704506761,4.04613619936443
376,0.46177782049706,280,0.4,1.1839,1.34621,1.02693,0.84885,-4.77173396068686,-0.891669992653752,-0.918563557696696,9.06086577254387,4.07115110742359
377,0.463755875792583,280,0.325,1.226725,1.39373,0.9799575,0.8352675,-4.69721621130079,-1.54466423727389,-0.832582053690087,8.99350328987273,4.08046061809132
378,0.464261054338149,260,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
379,0.466285321490627,260,0.05,1.4049,1.55057,0.764705,0.742445,-4.15442246577274,-3.6694144697686,-0.672584957673159,8.40375233291174,3.86558368761929
380,0.46748681521195,260,0.025,1.3927375,1.58816,0.8028225,0.7916925,-4.46653571320131,-4.22403171519924,-0.449838932995158,8.80974215597987,4.17995161149236
381,0.485086042859993,220,0.45,1.165925,1.30583,1.036735,0.836395,-4.686631461388,-0.321559497350752,-1.05351876970476,8.93439650074123,3.94043886551824
382,0.488125613126269,350,0.25,1.31185,1.40645,0.846945,0.735645,-4.08357446635644,-1.65853448633574,-1.05713738703142,8.24063043286797,3.59174652291827
383,0.488531313550535,300,0.175,1.3070875,1.49312,0.8967675,0.8188575,-4.61557121197344,-2.91804322595896,-0.621801941008376,8.94446712132215,4.16133259015689
384,0.492127049167622,260,0.4,1.1891875,1.34186,1.016175,0.838095,-4.70434346124207,-0.824279493208966,-0.95738066236519,8.97517697575217,4.00889815669349
385,0.522039226230533,200,0.65,1.04115,1.18781,1.183505,0.894125,-5.02012645864041,1.28497748941338,-1.20516857105206,9.28540738144767,4.04011940519781
386,0.529633061842854,260,0.45,1.158875,1.31163,1.051075,0.850735,-4.77648546064771,-0.411413496610467,-1.00176263014676,9.04864822979683,4.02344279982503
387,0.530095538397834,260,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
388,0.531566833396281,250,0.65,1.037625,1.19071,1.190675,0.901295,-5.06505345827027,1.24005048978353,-1.17929050127307,9.34253324597548,4.08162137235121
389,0.534883064262257,280,0.325,1.2320125,1.38938,0.9692025,0.8245125,-4.629825711856,-1.47727373782911,-0.87139915835858,8.90781449308103,4.01820766736122
390,0.535297359465729,200,0.7,1.0126,1.15613,1.21482,0.90318,-5.06980495823112,1.72030698582681,-1.26248957372313,9.33031570322844,4.03391306475265
391,0.536984537491373,300,0.25,1.2642625,1.4456,0.94374,0.83244,-4.69008896135951,-2.26504898133882,-0.707783445014985,9.0118296039933,4.15202307948915
392,0.540186905237366,250,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
393,0.541632527201903,280,0.45,1.15535,1.31453,1.058245,0.857905,-4.82141246027757,-0.456340496240325,-0.975884560367769,9.10577409432463,4.06494476697843
394,0.554910661132571,300,0.325,1.2214375,1.39808,0.9907125,0.8460225,-4.76460671074558,-1.61205473671868,-0.793764949021594,9.07919208666443,4.14271356882142
395,0.565668046508054,200,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
396,0.572225241006295,300,0.325,1.2214375,1.39808,0.9907125,0.8460225,-4.76460671074558,-1.61205473671868,-0.793764949021594,9.07919208666443,4.14271356882142
397,0.578111176562616,300,0.1,1.3499125,1.54064,0.849795,0.805275,-4.54105346258738,-3.5710374705791,-0.535820437001767,8.87710463865101,4.17064210082462
398,0.583413325504228,250,0.325,1.2373,1.38503,0.9584475,0.8137575,-4.56243521241122,-1.40988323838432,-0.910216263027074,8.82212569628933,3.95595471663113
399,0.61148304296768,300,0.45,1.151825,1.31743,1.065415,0.865075,-4.86633945990743,-0.501267495870182,-0.950006490588774,9.16289995885244,4.10644673413183
400,0.615319078567868,200,0.8,0.951975,1.09567,1.28462,0.92846,-5.2140889570424,2.54603897902381,-1.35125350928628,9.47725821131776,4.06300235101574
401,0.631462891057529,260,0.025,1.398025,1.58381,0.7920675,0.7809375,-4.39914521375653,-4.15664121575446,-0.488656037663651,8.72405335918817,4.11769866076226
402,0.634618485894134,200,0.4,1.20505,1.32881,0.98391,0.80583,-4.50217196290771,-0.622107994874608,-1.07383197637067,8.71811058537706,3.8221393045032
403,0.640387828739505,300,0.175,1.312375,1.48877,0.8860125,0.8081025,-4.54818071252866,-2.85065272651417,-0.660619045676869,8.85877832453045,4.09907963942679
404,0.642014482323973,200,0.55,1.101775,1.24827,1.113705,0.868845,-4.87584245982913,0.459245496216387,-1.11640463548891,9.13846487335835,4.01103011893472
405,0.64619658606108,220,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
406,0.659383285048139,300,0.45,1.151825,1.31743,1.065415,0.865075,-4.86633945990743,-0.501267495870182,-0.950006490588774,9.16289995885244,4.10644673413183
407,0.666915170024766,260,0.5,1.130325,1.27995,1.08239,0.85979,-4.82616396023842,0.02391599980296,-1.05908363281784,9.09355655157759,4.01723645937988
408,0.669239324300404,300,0.25,1.2642625,1.4456,0.94374,0.83244,-4.69008896135951,-2.26504898133882,-0.707783445014985,9.0118296039933,4.15202307948915
409,0.679346411208412,300,0.45,1.151825,1.31743,1.065415,0.865075,-4.86633945990743,-0.501267495870182,-0.950006490588774,9.16289995885244,4.10644673413183
410,0.685154353707652,260,0.025,1.4033125,1.57946,0.7813125,0.7701825,-4.33175471431174,-4.08925071630967,-0.527473142332144,8.63836456239647,4.05544571003216
411,0.687617189978596,200,0.5,1.13385,1.27705,1.07522,0.85262,-4.78123696060856,0.068842999432817,-1.08496170259683,9.03643068704979,3.97573449222648
412,0.701062946912451,250,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
413,0.705488994791456,260,0.025,1.4138875,1.57076,0.7598025,0.7486725,-4.19697371542217,-3.9544697174201,-0.60510735166913,8.46698696881306,3.93093980857197
414,0.723997470232077,300,0.075,1.3677125,1.55358,0.8269675,0.7935775,-4.47128721316217,-3.74377521915596,-0.533038005445226,8.79752461323283,4.1322433038938
415,0.763664099466512,260,0.025,1.4086,1.57511,0.7705575,0.7594275,-4.26436421486695,-4.02186021686488,-0.566290247000637,8.55267576560476,3.99319275930206
416,0.764982282770688,300,0.5,1.123275,1.28575,1.09673,0.87413,-4.91601795949814,-0.065937999456755,-1.00732749325985,9.2078082806332,4.10024039368668
417,0.78225556481749,250,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
418,0.793302437539422,260,0.4,1.194475,1.33751,1.00542,0.82734,-4.63695296179728,-0.75688899376418,-0.996197767033683,8.88948817896047,3.94664520596339
419,0.811857175859181,400,0.25,1.31185,1.40645,0.846945,0.735645,-4.08357446635644,-1.65853448633574,-1.05713738703142,8.24063043286797,3.59174652291827
420,0.85205917912863,300,0.6,1.066175,1.22239,1.15936,0.89224,-5.01537495867956,0.8047209933701,-1.12196949860199,9.29762492419472,4.08782771279636
421,0.868251278143184,200,0.75,0.9858125,1.123,1.24255,0.90865,-5.0970199580069,2.17809998205517,-1.3327496112837,9.3466610927453,4.0069557407308
422,0.887460494407054,300,0.65,1.037625,1.19071,1.190675,0.901295,-5.06505345827027,1.24005048978353,-1.17929050127307,9.34253324597548,4.08162137235121
423,0.953459445246667,300,0.55,1.094725,1.25407,1.128045,0.883185,-4.96569645908885,0.369391496956672,-1.06464849593092,9.25271660241396,4.09403405324152
424,0.953585152664995,280,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
425,1.02012217105107,280,0.025,1.3927375,1.58816,0.8028225,0.7916925,-4.46653571320131,-4.22403171519924,-0.449838932995158,8.80974215597987,4.17995161149236
426,1.06483525810578,280,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
427,1.08847104779629,200,0.55,1.1053,1.24537,1.106535,0.861675,-4.83091546019928,0.504172495846245,-1.14228270526791,9.08133900883055,3.96952815178132
428,1.13364385429241,280,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
429,1.17260339079311,250,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
430,1.37138462922402,300,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
431,1.51971557566325,200,0.6,1.073225,1.21659,1.14502,0.8779,-4.92552095941984,0.894574992629814,-1.17372563815998,9.18337319513911,4.00482377848956
432,1.60984315152156,200,0.9,0.894875,1.03231,1.34725,0.94657,-5.31344595622382,3.41669797185066,-1.46589551462843,9.56707485487928,4.05058967012543
433,1.64414468270204,200,0.65,1.044675,1.18491,1.176335,0.886955,-4.97519945901055,1.32990448904324,-1.23104664083106,9.22828151691987,3.99861743804441
434,1.86848479115431,230,0.75,0.9858125,1.123,1.24255,0.90865,-5.0970199580069,2.17809998205517,-1.3327496112837,9.3466610927453,4.0069557407308
435,2.20367387746226,200,0.8,0.959025,1.08987,1.27028,0.91412,-5.12423495778269,2.63589297828352,-1.40300964884427,9.36300648226215,3.97999841670894
436,2.50344503403446,200,0.7,1.01965,1.15033,1.20048,0.88884,-4.97995095897141,1.81016098508653,-1.31424571328112,9.21606397417283,3.95090913044585
437,2.81854001787737,250,0.8,0.951975,1.09567,1.28462,0.92846,-5.2140889570424,2.54603897902381,-1.35125350928628,9.47725821131776,4.06300235101574
438,2.96553245323858,250,0.7,1.0126,1.15613,1.21482,0.90318,-5.06980495823112,1.72030698582681,-1.26248957372313,9.33031570322844,4.03391306475265
439,1.5687224778949,280,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
440,3.2817466699541,250,0.65,1.04115,1.18781,1.183505,0.894125,-5.02012645864041,1.28497748941338,-1.20516857105206,9.28540738144767,4.04011940519781
441,2.14920691646614,300,0.025,1.3927375,1.58816,0.8028225,0.7916925,-4.46653571320131,-4.22403171519924,-0.449838932995158,8.80974215597987,4.17995161149236
442,0.749230084751517,300,0.175,1.3176625,1.48442,0.8752575,0.7973475,-4.48079021308387,-2.78326222706939,-0.699436150345362,8.77308952773875,4.03682668869669
443,0.808416356870012,300,0.175,1.32295,1.48007,0.8645025,0.7865925,-4.41339971363909,-2.7158717276246,-0.738253255013855,8.68740073094705,3.97457373796659
444,1.83724764860457,400,0.65,1.05525,1.17621,1.154825,0.865445,-4.84041846012098,1.46468548793281,-1.30868085016804,9.05690392333647,3.87411153658421
445,0.530519502400643,260,0.2,1.315725,1.45843,0.86582,0.77678,-4.34838496417473,-2.40835298015817,-0.818669895907382,8.59560316278182,3.88846663343722
446,0.515979016907209,250,0.2,1.315725,1.45843,0.86582,0.77678,-4.34838496417473,-2.40835298015817,-0.818669895907382,8.59560316278182,3.88846663343722
447,0.57317329100889,245,0.25,1.2907,1.42385,0.889965,0.778665,-4.35313646413558,-1.92809648411489,-0.901868968357451,8.58338562003478,3.84075832583866
448,0.881170812978353,320,0.4,1.1786125,1.35056,1.037685,0.859605,-4.83912446013164,-0.959060492098538,-0.879746453028203,9.14655456933557,4.13340405815369
449,1.28910478570222,280,0.05,1.387275,1.56507,0.800555,0.778295,-4.37905746392202,-3.89404946791789,-0.543194608778182,8.68938165555075,4.07309352338628
450,1.45666129427778,280,0.025,1.398025,1.58381,0.7920675,0.7809375,-4.39914521375653,-4.15664121575446,-0.488656037663651,8.72405335918817,4.11769866076226
451,0.151703991367302,360,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
452,0.589274683183618,275,0.1,1.372825,1.52179,0.80319,0.75867,-4.24902796499331,-3.27901197298503,-0.704027890565237,8.5057865192203,3.90087931432753
453,0.491505040744166,215,0.15,1.3619,1.47561,0.798655,0.731875,-4.07407146643473,-2.61904747842231,-0.890739242131287,8.26506551836205,3.68716313811538
454,0.471934269163385,250,0.15,1.3478,1.48721,0.827335,0.760555,-4.25377946495416,-2.79875547694174,-0.787226963015305,8.49356897647326,3.85317100672898
455,0.938067199528333,300,0.25,1.2748375,1.4369,0.92223,0.81093,-4.55530796246994,-2.13026798244925,-0.785417654351971,8.84045201040989,4.02751717802896
456,1.20850265983777,200,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
457,0.57077786679059,200,0.25,1.29775,1.41805,0.875625,0.764325,-4.26328246487586,-1.83824248485517,-0.953625107915441,8.46913389097918,3.75775439153187
458,0.995728335793802,300,0.175,1.312375,1.48877,0.8860125,0.8081025,-4.54818071252866,-2.85065272651417,-0.660619045676869,8.85877832453045,4.09907963942679
459,0.16037114301716,350,0.8,0.959025,1.08987,1.27028,0.91412,-5.12423495778269,2.63589297828352,-1.40300964884427,9.36300648226215,3.97999841670894
460,0.793427811238194,230,0.35,1.230075,1.36339,0.959765,0.803945,-4.49742046294686,-1.10236449091789,-0.9906329039206,8.7303281281241,3.86984761210175
461,0.162705752178575,350,0.4,1.1891875,1.34186,1.016175,0.838095,-4.70434346124207,-0.824279493208966,-0.95738066236519,8.97517697575217,4.00889815669349
462,0.438988060774214,200,0.15,1.3619,1.47561,0.798655,0.731875,-4.07407146643473,-2.61904747842231,-0.890739242131287,8.26506551836205,3.68716313811538
463,4.50738191890526,340,0.025,1.3927375,1.58816,0.8028225,0.7916925,-4.46653571320131,-4.22403171519924,-0.449838932995158,8.80974215597987,4.17995161149236
464,2.77623523025559,200,0.65,1.0482,1.18201,1.169165,0.879785,-4.9302724593807,1.3748314886731,-1.25692471061005,9.17115565239207,3.95711547089101
465,1.0496074362551,300,0.1,1.3552,1.53629,0.83904,0.79452,-4.47366296314259,-3.50364697113432,-0.57463754167026,8.79141584185931,4.10838915009453
466,0.602618391474361,200,0.35,1.230075,1.36339,0.959765,0.803945,-4.49742046294686,-1.10236449091789,-0.9906329039206,8.7303281281241,3.86984761210175
467,0.704583647354165,245,0.3,1.258625,1.39507,0.92845,0.79489,-4.44774196335615,-1.53769398733132,-0.933311901249528,8.68541980634334,3.87605395254691
468,1.89862333888912,200,0.55,1.108825,1.24247,1.099365,0.854505,-4.78598846056942,0.549099495476102,-1.1681607750469,9.02421314430275,3.92802618462792
469,0.963396500061564,280,0.325,1.2373,1.38503,0.9584475,0.8137575,-4.56243521241122,-1.40988323838432,-0.910216263027074,8.82212569628933,3.95595471663113
470,1.40956205199199,260,0.5,1.1320875,1.2785,1.078805,0.856205,-4.80370046042349,0.046379499617889,-1.07202266770734,9.06499361931369,3.99648547580318
471,0.662597711142985,200,0.3,1.265675,1.38927,0.91411,0.78055,-4.35788796409643,-1.4478399880716,-0.985068040807519,8.57116807728774,3.79305001824011
472,1.26598067091354,300,0.1,1.3604875,1.53194,0.828285,0.783765,-4.40627246369781,-3.43625647168953,-0.613454646338753,8.70572704506761,4.04613619936443
473,0.777687491745015,245,0.05,1.419,1.53897,0.736025,0.713765,-3.97471446725331,-3.48970647124917,-0.776097236789141,8.17524887480053,3.6995758190057
474,1.18691151928864,300,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
475,1.03242845922949,200,0.45,1.165925,1.30583,1.036735,0.836395,-4.686631461388,-0.321559497350752,-1.05351876970476,8.93439650074123,3.94043886551824
476,1.3314216684548,300,0.075,1.3677125,1.55358,0.8269675,0.7935775,-4.47128721316217,-3.74377521915596,-0.533038005445226,8.79752461323283,4.1322433038938
477,0.937391499102248,260,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
478,1.64547011607313,280,0.025,1.4033125,1.57946,0.7813125,0.7701825,-4.33175471431174,-4.08925071630967,-0.527473142332144,8.63836456239647,4.05544571003216
479,0.954968920929599,250,0.4,1.1891875,1.34186,1.016175,0.838095,-4.70434346124207,-0.824279493208966,-0.95738066236519,8.97517697575217,4.00889815669349
480,1.21893631099896,220,0.45,1.1712125,1.30148,1.02598,0.82564,-4.61924096194321,-0.254168997905966,-1.09233587437325,8.84870770394953,3.87818591478814
481,0.190144369372196,260,0.15,1.36895,1.46981,0.784315,0.717535,-3.98421746717501,-2.5291934791626,-0.942495381689277,8.15081378930645,3.60415920380859
482,1.12727451982962,300,0.1,1.3604875,1.53194,0.828285,0.783765,-4.40627246369781,-3.43625647168953,-0.613454646338753,8.70572704506761,4.04613619936443
483,1.05731226657012,260,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
484,2.96969993180876,250,0.6,1.0697,1.21949,1.15219,0.88507,-4.9704479590497,0.849647992999957,-1.14784756838099,9.24049905966692,4.04632574564296
485,1.35163701316285,200,0.4,1.20505,1.32881,0.98391,0.80583,-4.50217196290771,-0.622107994874608,-1.07383197637067,8.71811058537706,3.8221393045032
486,1.34162340783292,215,0.4,1.20505,1.32881,0.98391,0.80583,-4.50217196290771,-0.622107994874608,-1.07383197637067,8.71811058537706,3.8221393045032
487,0.586775090123836,250,0.05,1.41195,1.54477,0.750365,0.728105,-4.06456846651302,-3.57956047050888,-0.72434109723115,8.28950060385614,3.78257975331249
488,2.60327588304782,300,0.025,1.3927375,1.58816,0.8028225,0.7916925,-4.46653571320131,-4.22403171519924,-0.449838932995158,8.80974215597987,4.17995161149236
489,3.23098305252875,245,0.75,0.9858125,1.123,1.24255,0.90865,-5.0970199580069,2.17809998205517,-1.3327496112837,9.3466610927453,4.0069557407308
490,1.202778129028,300,0.1,1.365775,1.52759,0.81753,0.77301,-4.33888196425302,-3.36886597224474,-0.652271751007246,8.6200382482759,3.98388324863433
491,1.02267415686778,215,0.35,1.2336,1.36049,0.952595,0.796775,-4.452493463317,-1.05743749128804,-1.0165109736996,8.6732022635963,3.82834564494835
492,0.53523302317583,230,0.05,1.42605,1.53317,0.721685,0.699425,-3.88486046799359,-3.39985247198945,-0.827853376347132,8.06099714574493,3.6165718846989
493,0.929663931157168,320,0.175,1.3070875,1.49312,0.8967675,0.8188575,-4.61557121197344,-2.91804322595896,-0.621801941008376,8.94446712132215,4.16133259015689
494,1.27428158016618,300,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
495,0.215324376126345,360,0.9,0.894875,1.03231,1.34725,0.94657,-5.31344595622382,3.41669797185066,-1.46589551462843,9.56707485487928,4.05058967012543
496,1.20955504726578,240,0.45,1.165925,1.30583,1.036735,0.836395,-4.686631461388,-0.321559497350752,-1.05351876970476,8.93439650074123,3.94043886551824
497,1.2667390759983,280,0.4,1.1891875,1.34186,1.016175,0.838095,-4.70434346124207,-0.824279493208966,-0.95738066236519,8.97517697575217,4.00889815669349
498,1.2357129280526,300,0.1,1.3710625,1.52324,0.806775,0.762255,-4.27149146480823,-3.30147547279996,-0.691088855675739,8.5343494514842,3.92163029790423
499,1.25075485093319,300,0.4,1.1839,1.34621,1.02693,0.84885,-4.77173396068686,-0.891669992653752,-0.918563557696696,9.06086577254387,4.07115110742359
