material_and_condition,Y_oxygenate,T,x_P,w_r_s,w_r_p,w_r_d,w_r_val,w_e_H,w_e_L,w_EA,w_IP,w_EN
624,1.53966138684888,275,0.05,1.41195,1.54477,0.750365,0.728105,-4.06456846651302,-3.57956047050888,-0.72434109723115,8.28950060385614,3.78257975331249
625,2.96004458093513,300,0.025,1.4086,1.57511,0.7705575,0.7594275,-4.26436421486695,-4.02186021686488,-0.566290247000637,8.55267576560476,3.99319275930206
626,2.88563089143968,300,0.45,1.15535,1.31453,1.058245,0.857905,-4.82141246027757,-0.456340496240325,-0.975884560367769,9.10577409432463,4.06494476697843
627,3.86557768060369,200,0.55,1.115875,1.23667,1.085025,0.840165,-4.6961344613097,0.638953494735817,-1.21991691460489,8.90996141524714,3.84502225032113
628,0.577418613401058,350,0.65,1.044675,1.18491,1.176335,0.886955,-4.97519945901055,1.32990448904324,-1.23104664083106,9.22828151691987,3.99861743804441
629,2.04496451230014,250,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
630,1.87246128865129,320,0.175,1.3176625,1.48442,0.8752575,0.7973475,-4.48079021308387,-2.78326222706939,-0.699436150345362,8.77308952773875,4.03682668869669
631,4.6248158549254,200,0.65,1.05525,1.17621,1.154825,0.865445,-4.84041846012098,1.46468548793281,-1.30868085016804,9.05690392333647,3.87411153658421
632,1.58653334925898,250,0.3,1.258625,1.39507,0.92845,0.79489,-4.44774196335615,-1.53769398733132,-0.933311901249528,8.68541980634334,3.87605395254691
633,4.33626151791842,360,0.025,1.398025,1.58381,0.7920675,0.7809375,-4.39914521375653,-4.15664121575446,-0.488656037663651,8.72405335918817,4.11769866076226
634,2.10887062185494,280,0.45,1.1624,1.30873,1.043905,0.843565,-4.73155846101785,-0.36648649698061,-1.02764069992576,8.99152236526903,3.98194083267163
635,0.612895474970684,380,0.65,1.04115,1.18781,1.183505,0.894125,-5.02012645864041,1.28497748941338,-1.20516857105206,9.28540738144767,4.04011940519781
636,1.94895783179148,200,0.35,1.237125,1.35759,0.945425,0.789605,-4.40756646368714,-1.01251049165818,-1.04238904347859,8.6160763990685,3.78684367779495
637,2.36540885976058,260,0.45,1.165925,1.30583,1.036735,0.836395,-4.686631461388,-0.321559497350752,-1.05351876970476,8.93439650074123,3.94043886551824
638,0.615945981672519,360,0.2,1.3122,1.46133,0.87299,0.78395,-4.39331196380458,-2.45327997978803,-0.792791826128387,8.65272902730962,3.92996860059062
639,2.04321148500767,320,0.175,1.32295,1.48007,0.8645025,0.7865925,-4.41339971363909,-2.7158717276246,-0.738253255013855,8.68740073094705,3.97457373796659
640,3.80616513206704,320,0.075,1.3677125,1.55358,0.8269675,0.7935775,-4.47128721316217,-3.74377521915596,-0.533038005445226,8.79752461323283,4.1322433038938
641,5.96640680996835,360,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
642,3.89520604610689,240,0.5,1.1409,1.27125,1.06088,0.83828,-4.69138296134885,0.158696998692532,-1.13671784215482,8.92217895799419,3.89273055791968
643,5.2986665550607,260,0.75,0.9858125,1.123,1.24255,0.90865,-5.0970199580069,2.17809998205517,-1.3327496112837,9.3466610927453,4.0069557407308
644,0.644720511133454,360,0.325,1.2373,1.38503,0.9584475,0.8137575,-4.56243521241122,-1.40988323838432,-0.910216263027074,8.82212569628933,3.95595471663113
645,6.00630112904395,320,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
646,2.06880956107421,300,0.25,1.2748375,1.4369,0.92223,0.81093,-4.55530796246994,-2.13026798244925,-0.785417654351971,8.84045201040989,4.02751717802896
647,4.06281300827716,215,0.5,1.144425,1.26835,1.05371,0.83111,-4.64645596171899,0.20362399832239,-1.16259591193382,8.86505309346638,3.85122859076628
648,2.54459662205886,200,0.45,1.180025,1.29423,1.008055,0.807715,-4.50692346286857,-0.141851498831323,-1.15703104882074,8.70589304263002,3.77443099690464
649,2.71003533177568,240,0.45,1.1712125,1.30148,1.02598,0.82564,-4.61924096194321,-0.254168997905966,-1.09233587437325,8.84870770394953,3.87818591478814
650,6.08830631192065,320,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
651,7.81399415088471,250,0.9,0.894875,1.03231,1.34725,0.94657,-5.31344595622382,3.41669797185066,-1.46589551462843,9.56707485487928,4.05058967012543
652,2.13065425836993,340,0.4,1.1786125,1.35056,1.037685,0.859605,-4.83912446013164,-0.959060492098538,-0.879746453028203,9.14655456933557,4.13340405815369
653,0.667662484713421,400,0.8,0.951975,1.09567,1.28462,0.92846,-5.2140889570424,2.54603897902381,-1.35125350928628,9.47725821131776,4.06300235101574
654,3.59581796331332,280,0.5,1.1320875,1.2785,1.078805,0.856205,-4.80370046042349,0.046379499617889,-1.07202266770734,9.06499361931369,3.99648547580318
655,6.25530920848953,360,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
656,1.48455303972809,250,0.25,1.2907,1.42385,0.889965,0.778665,-4.35313646413558,-1.92809648411489,-0.901868968357451,8.58338562003478,3.84075832583866
657,2.17659514539133,320,0.25,1.26955,1.44125,0.932985,0.821685,-4.62269846191473,-2.19765848189403,-0.746600549683478,8.92614080720159,4.08977012875906
658,1.58239546585342,260,0.05,1.42605,1.53317,0.721685,0.699425,-3.88486046799359,-3.39985247198945,-0.827853376347132,8.06099714574493,3.6165718846989
659,2.08258891495707,340,0.4,1.1786125,1.35056,1.037685,0.859605,-4.83912446013164,-0.959060492098538,-0.879746453028203,9.14655456933557,4.13340405815369
660,0.691264417769578,340,0.8,0.959025,1.08987,1.27028,0.91412,-5.12423495778269,2.63589297828352,-1.40300964884427,9.36300648226215,3.97999841670894
661,1.69806152329458,200,0.3,1.2692,1.38637,0.90694,0.77338,-4.31296096446658,-1.40291298844175,-1.01094611058651,8.51404221275994,3.75154805108671
662,1.63688880218878,290,0.15,1.3478,1.48721,0.827335,0.760555,-4.25377946495416,-2.79875547694174,-0.787226963015305,8.49356897647326,3.85317100672898
663,9.46543865128717,350,0.025,1.3927375,1.58816,0.8028225,0.7916925,-4.46653571320131,-4.22403171519924,-0.449838932995158,8.80974215597987,4.17995161149236
664,0.697281781742117,300,0.5,1.144425,1.26835,1.05371,0.83111,-4.64645596171899,0.20362399832239,-1.16259591193382,8.86505309346638,3.85122859076628
665,9.11276204340699,360,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
666,9.26887836886132,360,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
667,5.77342199477327,320,0.025,1.398025,1.58381,0.7920675,0.7809375,-4.39914521375653,-4.15664121575446,-0.488656037663651,8.72405335918817,4.11769866076226
668,1.84647284659323,200,0.35,1.24065,1.35469,0.938255,0.782435,-4.36263946405729,-0.96758349202832,-1.06826711325759,8.5589505345407,3.74534171064155
669,6.49506674277763,340,0.05,1.380225,1.57087,0.814895,0.792635,-4.46891146318174,-3.9839034671776,-0.491438469220192,8.80363338460635,4.15609745769308
670,4.19192498548893,250,0.55,1.101775,1.24827,1.113705,0.868845,-4.87584245982913,0.459245496216387,-1.11640463548891,9.13846487335835,4.01103011893472
671,3.67963006069766,260,0.55,1.1053,1.24537,1.106535,0.861675,-4.83091546019928,0.504172495846245,-1.14228270526791,9.08133900883055,3.96952815178132
672,1.36550997340145,200,0.15,1.36895,1.46981,0.784315,0.717535,-3.98421746717501,-2.5291934791626,-0.942495381689277,8.15081378930645,3.60415920380859
673,2.05487602569154,200,0.45,1.18355,1.29133,1.000885,0.800545,-4.46199646323871,-0.096924499201465,-1.18290911859973,8.64876717810222,3.73292902975124
674,4.19894317223726,300,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
675,4.10131108649537,320,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
676,2.56877016064666,300,0.325,1.2373,1.38503,0.9584475,0.8137575,-4.56243521241122,-1.40988323838432,-0.910216263027074,8.82212569628933,3.95595471663113
677,1.28086835284294,200,0.1,1.40455,1.49569,0.73866,0.69414,-3.84468496832459,-2.87466897631631,-0.936930518576196,7.99165373847008,3.52736160994694
678,3.58342034249109,300,0.025,1.4086,1.57511,0.7705575,0.7594275,-4.26436421486695,-4.02186021686488,-0.566290247000637,8.55267576560476,3.99319275930206
679,4.14919836504621,300,0.55,1.09825,1.25117,1.120875,0.876015,-4.92076945945899,0.41431849658653,-1.09052656570991,9.19559073788615,4.05253208608812
680,3.75935821617051,300,0.025,1.4138875,1.57076,0.7598025,0.7486725,-4.19697371542217,-3.9544697174201,-0.60510735166913,8.46698696881306,3.93093980857197
681,2.43956518129929,320,0.25,1.2748375,1.4369,0.92223,0.81093,-4.55530796246994,-2.13026798244925,-0.785417654351971,8.84045201040989,4.02751717802896
682,2.09983483404376,340,0.175,1.3070875,1.49312,0.8967675,0.8188575,-4.61557121197344,-2.91804322595896,-0.621801941008376,8.94446712132215,4.16133259015689
683,2.82806109107476,240,0.4,1.201525,1.33171,0.99108,0.813,-4.54709896253757,-0.667034994504465,-1.04795390659167,8.77523644990486,3.8636412716566
684,4.3588229800678,300,0.5,1.1268,1.28285,1.08956,0.86696,-4.87109095986828,-0.021010999826898,-1.03320556303884,9.15068241610539,4.05873842653328
685,2.75954196690877,200,0.4,1.208575,1.32591,0.97674,0.79866,-4.45724496327786,-0.57718099524475,-1.09971004614966,8.66098472084926,3.7806373373498
686,3.17279526485029,260,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
687,2.78076959005391,300,0.45,1.158875,1.31163,1.051075,0.850735,-4.77648546064771,-0.411413496610467,-1.00176263014676,9.04864822979683,4.02344279982503
688,1.67373297816743,200,0.25,1.3048,1.41225,0.861285,0.749985,-4.17342846561615,-1.74838848559546,-1.00538124747343,8.35488216192357,3.67475045722507
689,2.07443783844122,230,0.3,1.265675,1.38927,0.91411,0.78055,-4.35788796409643,-1.4478399880716,-0.985068040807519,8.57116807728774,3.79305001824011
690,1.03289858202363,400,0.5,1.123275,1.28575,1.09673,0.87413,-4.91601795949814,-0.065937999456755,-1.00732749325985,9.2078082806332,4.10024039368668
691,5.15922918177383,300,0.7,1.009075,1.15903,1.22199,0.91035,-5.11473195786098,1.67537998619695,-1.23661150394414,9.38744156775624,4.07541503190605
692,4.31276637103314,250,0.5,1.137375,1.27415,1.06805,0.84545,-4.73630996097871,0.113769999062675,-1.11083977237583,8.97930482252199,3.93423252507308
693,1.38407629943992,200,0.1,1.40455,1.49569,0.73866,0.69414,-3.84468496832459,-2.87466897631631,-0.936930518576196,7.99165373847008,3.52736160994694
694,3.77735575777617,320,0.1,1.3604875,1.53194,0.828285,0.783765,-4.40627246369781,-3.43625647168953,-0.613454646338753,8.70572704506761,4.04613619936443
695,8.3457307647115,340,0.025,1.398025,1.58381,0.7920675,0.7809375,-4.39914521375653,-4.15664121575446,-0.488656037663651,8.72405335918817,4.11769866076226
696,3.35832494354218,300,0.4,1.1891875,1.34186,1.016175,0.838095,-4.70434346124207,-0.824279493208966,-0.95738066236519,8.97517697575217,4.00889815669349
697,0.852657857707109,320,0.65,1.051725,1.17911,1.161995,0.872615,-4.88534545975084,1.41975848830296,-1.28280278038905,9.11402978786427,3.91561350373761
698,2.50710522490806,215,0.35,1.237125,1.35759,0.945425,0.789605,-4.40756646368714,-1.01251049165818,-1.04238904347859,8.6160763990685,3.78684367779495
699,1.92627762793302,230,0.25,1.29775,1.41805,0.875625,0.764325,-4.26328246487586,-1.83824248485517,-0.953625107915441,8.46913389097918,3.75775439153187
700,3.15600331483264,320,0.4,1.1839,1.34621,1.02693,0.84885,-4.77173396068686,-0.891669992653752,-0.918563557696696,9.06086577254387,4.07115110742359
701,4.43852516084368,280,0.5,1.13385,1.27705,1.07522,0.85262,-4.78123696060856,0.068842999432817,-1.08496170259683,9.03643068704979,3.97573449222648
702,2.5371658325237,260,0.35,1.230075,1.36339,0.959765,0.803945,-4.49742046294686,-1.10236449091789,-0.9906329039206,8.7303281281241,3.86984761210175
703,4.96896306983472,280,0.525,1.1178125,1.26266,1.0944625,0.8607325,-4.82853971021885,0.264044247824602,-1.10068316904287,9.08744778020407,3.9933823055806
704,4.32293448724011,280,0.55,1.101775,1.24827,1.113705,0.868845,-4.87584245982913,0.459245496216387,-1.11640463548891,9.13846487335835,4.01103011893472
